Province,EMIS,Centre Name,Exam Number,Type of Achievement,Subj Code 1,Subj Name 1,Subj Code 2,Subj Name 2,Subj Code 3,Subj Name 3,Subj Code 4,Subj Name 4,Subj Code 5,Subj Name 5,Subj Code 6,Subj Name 6,Subj Code 7,Subj Name 7,Subj Code 8,Subj Name 8
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470004,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470005,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470006,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470007,Admission to Bachelor Degree,ENGFA,English First Additional,MLIT,Mathematical Literacy,CATN,Computer Applications Tec,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470008,Admission to Bachelor Degree,ENGHL,English Home Language,LIFE,Life Orientation,BSTD,Business Studies,VSLA,Visual Arts,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470009,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470010,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470011,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470012,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470013,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470014,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470015,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470016,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470017,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470018,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470019,Admission to Bachelor Degree,ENGFA,English First Additional,MLIT,Mathematical Literacy,LIFE,Life Orientation,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470020,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470021,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470022,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470023,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470024,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470026,Admission to Bachelor Degree,LIFE,Life Orientation,BSTD,Business Studies,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470027,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470028,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470029,Admission to Bachelor Degree,ENGHL,English Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470030,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470031,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470032,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470033,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470034,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470035,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470036,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470037,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470038,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470039,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470040,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470041,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470042,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470043,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470044,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470045,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470046,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470047,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470048,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470049,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,ACCN,Accounting,LFSC,Life Sciences,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470050,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,ACCN,Accounting,LFSC,Life Sciences,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470051,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470052,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470055,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470056,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470057,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470058,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470059,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470060,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470061,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470062,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470063,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470064,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470065,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470066,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470067,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470069,Admission to Bachelor Degree,VSLA,Visual Arts,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470070,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470071,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470072,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470073,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,ACCN,Accounting,LFSC,Life Sciences,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470074,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,BSTD,Business Studies,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470075,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470076,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470077,Admission to Bachelor Degree,ENGHL,English Home Language,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470079,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470081,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470082,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470083,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470084,Admission to Diploma,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470085,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470086,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470087,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470088,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470089,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470090,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470091,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470092,Admission to Diploma,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470094,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470095,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470096,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470097,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470098,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470099,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470100,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470101,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470102,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470103,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470104,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470105,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470106,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470107,Admission to Bachelor Degree,LIFE,Life Orientation,ACCN,Accounting,BSTD,Business Studies,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470109,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470110,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470111,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470112,Admission to Bachelor Degree,ENGHL,English Home Language,LIFE,Life Orientation,BSTD,Business Studies,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470113,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470114,Admission to Bachelor Degree,INFT,Information Technology,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470115,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470116,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470117,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,GEOG,Geography,LFSC,Life Sciences,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470118,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470119,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,ACCN,Accounting,LFSC,Life Sciences,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470120,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470121,Admission to Bachelor Degree,ENGFA,English First Additional,GEOG,Geography,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470122,Admission to Bachelor Degree,ENGFA,English First Additional,MLIT,Mathematical Literacy,LIFE,Life Orientation,BSTD,Business Studies,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470123,Admission to Bachelor Degree,GRDS,Engineering Graphics and,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470124,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470125,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470126,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,BSTD,Business Studies,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470127,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,ACCN,Accounting,INFT,Information Technology,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470128,Admission to Higher Certificate,AFRFA,Afrikaans First Additiona,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470129,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470130,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470131,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470132,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470133,Admission to Bachelor Degree,ENGFA,English First Additional,ACCN,Accounting,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470134,Admission to Bachelor Degree,GRDS,Engineering Graphics and,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470135,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470136,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470137,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470138,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470139,Admission to Bachelor Degree,GRDS,Engineering Graphics and,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470140,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470141,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470142,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470143,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470145,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470146,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,GEOG,Geography,LFSC,Life Sciences,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470147,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470148,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470149,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470150,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470151,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470152,Admission to Bachelor Degree,ENGFA,English First Additional,MLIT,Mathematical Literacy,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470153,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,MATH,Mathematics,LIFE,Life Orientation,ACCN,Accounting,HIST,History,PHSC,Physical Sciences,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470154,Admission to Diploma,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470155,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470156,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470157,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,MATH,Mathematics,LIFE,Life Orientation,INFT,Information Technology,LFSC,Life Sciences,PHSC,Physical Sciences,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470158,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470159,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470160,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470161,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470162,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470163,Admission to Bachelor Degree,ENGFA,English First Additional,MLIT,Mathematical Literacy,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470164,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470165,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470166,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470167,Admission to Bachelor Degree,LIFE,Life Orientation,LFSC,Life Sciences,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470168,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470169,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470170,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470171,Admission to Bachelor Degree,ENGHL,English Home Language,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,LFSC,Life Sciences,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470172,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470173,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470174,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470175,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470176,Admission to Diploma,AFRFA,Afrikaans First Additiona,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470177,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470178,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470179,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470180,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111047,HARTBEESPOORT HIGH SCHOOL,9251110470181,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480001,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480002,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480003,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480004,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480005,Admission to Bachelor Degree,TMAT,Technical Mathematics,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480006,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480007,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480008,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480009,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480010,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111048,HEBRON TECH  AND COMM  HIGH SCHOOL,9251110480011,Admission to Diploma,,,,,,,,,,,,,,,,
